url,Type
https://docs.google.com/presentation/d/e/2PACX-1vR5JcFRJpccReGWw4DkwCuEhlEiPjChb3e9fp6MrccPIYNngjn1-NbPpKhrFKb6i_swBKlt3ZyF6Wt9/pub?start=false&loop=false&delayms=3000&slide=id.p,Phishing
https://us9.list-manage.com/survey?u=39b1647b88ecd5419f2f74923&id=3dabfe7ee8&e,Phishing
https://safeloggingin.com/voicemail.btlandline.com/?email=,Phishing
https://www.ligolesht-othole.youdontcare.com/,Phishing
https://www.duryorice-rime.acmetoy.com/,Phishing
https://www.quidjusck-just.serveuser.com/,Phishing
https://www.soturiund-ming.otzo.com/,Phishing
https://www.traompvel-book.ygto.com/,Phishing
https://www.haveable-busin.gettrials.com/,Phishing
https://www.kepolyeps-packin.ocry.com/,Phishing
https://www.inarcalud-dry.misecure.com/,Phishing
https://www.alsanshye-and.dsmtp.com/,Phishing
https://www.shioverp-youre.myddns.com/,Phishing
https://www.arerolght-wallet.ourhobby.com/,Phishing
https://www.mulastsic-your.americanunfinished.com/,Phishing
https://www.shapanye-discon.freeddns.com/,Phishing
https://www.almbanost-alm.freetcp.com/,Phishing
https://www.anispalog-alog.dnsrd.com/,Phishing
https://www.doyestmes-conve.almostmy.com/,Phishing
https://www.cargeblesy-sha.serveusers.com/,Phishing
https://metadappwallet.com/,Phishing
https://www.migrexiant-some.onedumb.com/,Phishing
https://www.yolacesur-clear.mylftv.com/,Phishing
https://www.maciouske-scrat.mynetav.com/,Phishing
https://www.ewthatelry-of.mysecondarydns.com/,Phishing
https://www.golwithd-pagne.sendsmtp.com/,Phishing
https://www.saudiing-cord.wikaba.com/,Phishing
https://www.displasplay-but.lflinkup.com/,Phishing
https://www.lemadther-hold.mynetav.com/,Phishing
https://www.strclosurap-ther.ssmailer.com/,Phishing
https://www.batsuihing-min.b0tnet.com/,Phishing
https://www.nightilly-takin.zzux.com/,Phishing
https://www.lvsayador-dio.yourtrap.com/,Phishing
https://www.twpurcoday-ship.proxydns.com/,Phishing
https://www.trafnotfi-hoever.sexidude.com/,Phishing
https://www.crgoldyst-inner.ezua.com/,Phishing
https://www.jeawneck-even.dynssl.com/,Phishing
https://www.genrorst-dows.dnset.com/,Phishing
https://www.miwantght-may.longmusic.com/,Phishing
http://exaduswolleta.godaddysites.com/,Phishing
https://exaduswolleta.godaddysites.com/,Phishing
http://metqamaskv.azurewebsites.net,Phishing
https://metqamaskv.azurewebsites.net/,Phishing
http://metasamasuk.azurewebsites.net,Phishing
https://pattrickandpaterson.co.za/nedcnhc/saanedes/rncp/ntbmynb.php,Phishing
https://frwovbhklos.vfreky.my.id/freefire/,Phishing
https://iwossjjdwx.vrl2023.com/D-Free-Fire=ffa52fe4/,Phishing
https://mail.top-ing.net/images/,Phishing
http://metaiask.xyz,Phishing
https://metaiask.xyz/,Phishing
https://dotzzah.dew4.my.id/,Phishing
http://dmlbquowwm.duckdns.org,Phishing
https://www.mizuhubsnk.top,Phishing
https://cliont.clicketcloud.com/limaclik.php?https://bradesco.com.br,Phishing
http://dmgkryhpuj.duckdns.org,Phishing
http://djhikmapvc.duckdns.org,Phishing
https://mistersos.pages.dev/check/dapp/,Phishing
https://elogged.pages.dev/check/dapp/,Phishing
https://coiresolver.pages.dev/walletpage,Phishing
https://mainchainfxx.pages.dev/check/dapp/,Phishing
https://aoen.jp.com.qtlticr.cn/aeon,Phishing
https://aoen.jp.com.a5x5o9.cn/aeon,Phishing
https://aoen.jp.com.dtrk6o.cn/aeon,Phishing
https://aoen.jp.com.34fu.cn/aeon,Phishing
https://aoen.jp.com.vngyuhf.cn/aeon,Phishing
https://anoe.co.jp.dginmhw.cn/aeon,Phishing
https://anoe.co.jp.xjsejru.cn/aeon,Phishing
https://aoen.jp.com.zhzaaqr.cn/aeon,Phishing
https://anoe.co.jp.yaqkynm.cn/aeon,Phishing
https://aoen.jp.com.qkofp.cn/aeon,Phishing
https://anoe.co.jp.eicphbm.cn/aeon,Phishing
https://aoen.jp.com.arwdc.cn/aeon,Phishing
https://aoen.jp.com.rappcb.cn/aeon,Phishing
https://anoe.co.jp.sfcjxfs.cn/aeon,Phishing
https://anoe.co.jp.qmxgjwr.cn/aeon,Phishing
https://anoe.co.jp.xqnsmar.cn/aeon,Phishing
https://anoe.co.jp.iqgnnjo.cn/aeon,Phishing
https://aoen.jp.com.inbbqky.cn/aeon,Phishing
https://anoe.co.jp.ohdpamh.cn/aeon,Phishing
https://anoe.co.jp.opomgjq.cn/aeon,Phishing
https://docs.google.com/presentation/d/e/2PACX-1vT0E0rxMyPfx8UlYfWejnCyKJp4ZI9toEoJdbZDIodXeFs5Nhs9NDyM9T-4_1opzoSEqoA4506ne7Kl/pub?start=false&amp;loop=false&amp;delayms=3000,Phishing
https://anoe.co.jp.cgmwwzw.cn/aeon,Phishing
http://pay8-2v-3bjfiwuwt-payswap.vercel.app,Phishing
https://pay8-2v-3bjfiwuwt-payswap.vercel.app/,Phishing
http://pay8-2v-4wkfituj8-ekontetevi-gmailcom.vercel.app,Phishing
https://pay8-2v-4wkfituj8-ekontetevi-gmailcom.vercel.app/,Phishing
http://beeswap-frontend-web.vercel.app,Phishing
https://beeswap-frontend-web.vercel.app/,Phishing
https://www.mizuhobeank.top,Phishing
https://www.mizuhubank.top,Phishing
https://www.mizuhobeank.com,Phishing
https://bk-customer-mufg.is/,Phishing
https://sites.google.com/view/startcareertoday24/home,Phishing
https://cutt.ly/rw3GEyoG,Phishing
https://5d699c6f-c047-4746-b7ed-fd9903d37d25-00-3pxsj5cqq1n2e.worf.replit.dev/BancoInternacional.html,Phishing
https://qrcodes.pro/JIoB20,Phishing
https://linkr.it/1P8oZM,Phishing
https://sec-ivarwee12838327.codeanyapp.com/sec/,Phishing
https://tgadminuser.webaaa.wang/,Phishing
https://klrn.wpenginepowered.com/klaaarnaa/klarna/wai4.html,Phishing
https://klrn.wpenginepowered.com/klaaarnaa/klarna/egangs.html,Phishing
https://klrn.wpenginepowered.com/klaaarnaa/klarna/accept.html,Phishing
https://klrn.wpenginepowered.com/klaaarnaa/klarna/wai3.html,Phishing
https://klrn.wpenginepowered.com/klaaarnaa/klarna/kor.html,Phishing
https://klrn.wpenginepowered.com/klaaarnaa/klarna/wai2.html,Phishing
https://klrn.wpenginepowered.com/klaaarnaa/klarna/personal.html,Phishing
https://klrn.wpenginepowered.com/klaaarnaa/klarna/wai1.html,Phishing
https://klrn.wpenginepowered.com/klaaarnaa/klarna/id.html,Phishing
https://klrn.wpenginepowered.com/klaaarnaa/klarna/wai.html,Phishing
https://trimlink.co.uk/iWSYA,Phishing
https://tgadminuser.webaab.vip/,Phishing
https://wwwcustomers-mufg.is,Phishing
https://jez.fxy.temporary.site/wp-includes/Text/Diff/dirkham/chunjin/F004f19441/00951124a.php?web=succes&local=_&id=41284329,Phishing
https://steamconmunlty.com/,Phishing
https://tr.ee/ClUAZGPr_T,Phishing
https://zimbra-inbox.hubside.fr/,Phishing
https://ipfs.io/ipfs/QmbrQQHexekTh268iR9DkXubrkCGrqY2TFBqoTqtrvtXdq,Phishing
https://p6.193-222-96-128.cprapid.com/,Phishing
https://flow.page/dlvr-4-mail,Phishing
https://dlvr5.weebly.com/,Phishing
https://kmytrqpmnb.pages.dev,Phishing
https://gateway.moralisipfs.com/ipfs/QmeyTtMXVxFxDKpPx36n3BazW6rLYQWyQunPNVjMbCvDNJ/,Phishing
https://gateway.moralisipfs.com/ipfs/QmabewozJFVUewu68W1DvCTVHuMGxA5ekxqZVD6gQPSxz9/?cco=ehhveko&epi=*EMAIL%20ADDRESS%20REMOVED/,Phishing
https://authwellsconnectsfargonline.onmsgs.in.net/,Phishing
https://ipfs.io/ipfs/bafybeibkgfg2urj7cr6xuk7ea44l5y2kcjfpgur5yldwnfsig4xydl5fvm/3oh-596h-9eh-9h353.html,Phishing
https://wahustad.com/webmail.ionos/login/login.php,Phishing
https://bafybeidyrnwtlvlhckl4cdut23ob3dnyodzyt3dakuwzyxgmn2xbq5mnie.ipfs.w3s.link/,Phishing
https://jewelryprofessionalappraisals.com/refined/Earthcore/,Phishing
https://jemi.so/one-park-gjenoppretting24,Phishing
https://webdappsite.pages.dev/import,Phishing
http://webs-lowongankerjaindonesia2024.biz.id/joinnow5.html,Phishing
https://s.id/Webs1-lowongankerjaindonesia2024,Phishing
http://webs-lowongankerjaindonesia2024.biz.id/joinnow5/,Phishing
https://z2jbs.mastermindchapeco.com.br/,Phishing
https://nohck.mastermindchapeco.com.br/,Phishing
http://hqgky.mastermindchapeco.com.br/,Phishing
https://www.davidmackmilano.com/wp-includes/ID3/eligible/bundle/home.php?newtoken=,Phishing
https://sru.wyd.mybluehost.me/9846521111347.php,Phishing
https://sru.wyd.mybluehost.me/874652313213298.php,Phishing
https://davidmackmilano.com/wp-includes/ID3/eligible/bundle/cc.php,Phishing
https://usps.posttrackre.com/,Phishing
https://usps.xrtmduqvdp.top/,Phishing
https://proceedings.aios.org/all-protect47610/pencuri.php,Phishing
https://proceedings.aios.org/all-protect47610/confirm2.html,Phishing
https://prompttool.pages.dev,Phishing
https://giacenza.spedizione.51-103-215-129.cprapid.com/brt/update.php?,Phishing
https://mail.143-110-152-211.cprapid.com/,Phishing
https://web.talegramn.org/,Phishing
https://telegrom-zo.icu/,Phishing
https://telegrom-zm.icu/,Phishing
https://gadismelayuviral69-malaysian2024.biz.id/channel1/main.php,Phishing
https://telegron.org/,Phishing
http://telegron.org,Phishing
https://joilwos.tivdflpom7688.workers.dev/,Phishing
https://telegrom-zp.icu/,Phishing
http://telegrom-zp.icu,Phishing
https://telegrambots-rectify.pages.dev,Phishing
https://telegrambotresolve.pages.dev,Phishing
https://jemi.so/telia-factur,Phishing
https://acconsult.info/.metadata/in.php,Phishing
https://westfund-com-au-ca0040553716259.codeanyapp.com/t/,Phishing
https://sucursalvirtualpersonastransac.brizy.site/,Phishing
https://steam.workshoprated.com/sharedfiles/m4a4_celestial_moon,Phishing
https://cs-plg.com/index-auth,Phishing
https://sblrewasdx.pages.dev,Phishing
https://rewarsdsbi.pages.dev,Phishing
https://www.djq.mfd.mybluehost.me/log/MitID/loading.php,Phishing
https://www.djq.mfd.mybluehost.me/log/MitID/account.php,Phishing
https://wrq.vvg.mybluehost.me/website_da0a43c4/wp-admin/ZmYAZS0xNzBhLTcyMT/cetelemfrance/cete%202/verification/id.php,Phishing
https://mail.biccaecorrea.com.br/SG/particulier/societe-generale/d120f7bfd42f646/index.php?lsg#d120f7bfd42f646e3,Phishing
https://wmresults.com.br/r/8.php,Phishing
https://verficationdirectenligne.fr/ssg/services/c35c3f82fbf49552d4c81b568ef7f640/,Phishing
https://verficationdirectenligne.fr/ssg/services/bc3ca40cc8fe8e81687c7c807bcc897b/,Phishing
https://verficationdirectenligne.fr/ssg/services/1d28da3c2d1af40fba57e928415f672a/,Phishing
https://cu22435.tw1.ru/sg,Phishing
https://cm37741.tw1.ru/dzfgsethdytjyhtdrhty/zgrsthyhnsthsrtd/aeqrsegtrbhrbgbrgf/sms.php,Phishing
https://cf41477.tw1.ru/zgrethydrtegrrdtrh/gfhjdyshresdyjcjyr/ezgrethtshtgrstdhrh/,Phishing
https://biteye.follymedia.net/wp-admin/XNwYWNlIGNsaWVudCBjZXRl/SOCIETEGENERALE/9962fbf0afbe6db/login.php?,Phishing
https://biteye.follymedia.net/wp-admin/XNwYWNlIGNsaWVudCBjZXRl/SOCIETEGENERALE/4578a20810de5b9/login.php?,Phishing
https://seal-app-hhynq.ondigitalocean.app/login,Phishing
https://chase-bank-login.pages.dev,Phishing
https://parcelaus-resend.vip/,Phishing
https://h3h6g69yiweh83mailsonline6t54fg77b.pages.dev,Phishing
https://watsoncar1.bitbucket.io/,Phishing
https://small-art-19eb.casteolpopo.workers.dev,Phishing
https://puncchbowlsinvitation.xyz/,Phishing
https://odd-cake-dd73.favoritehacker.workers.dev,Phishing
https://myondrivbeniekertz.verbraunoblivionchecker.workers.dev,Phishing
https://muddy-surf-435e.thr482fi1e247.workers.dev,Phishing
https://i876u8iokju78656yukjm.pages.dev,Phishing
https://hiokjhknmk76h47hik4h55788987.pages.dev,Phishing
https://dh801ed.pages.dev,Phishing
https://andydoc1.bitbucket.io/,Phishing
https://8e1fd3fcd03b297a.pages.dev,Phishing
https://4h68i-yp05i760jg-h49-1324992141.cos.ap-jakarta.myqcloud.com/4o0-56ih-bvg-9h35h94.html,Phishing
https://servicefree2.hubside.fr/,Phishing
https://zlzsc.pages.dev,Phishing
https://oipor.pages.dev,Phishing
https://myautopark.wpenginepowered.com/prk/vbv/eng.html,Phishing
https://myautopark.wpenginepowered.com/prk/vbv/acp.html,Phishing
https://proceedings.aios.org/all-protect47610/verified.php,Phishing
https://myautopark.wpenginepowered.com/prk/vbv/persoling.html,Phishing
https://proceedings.aios.org/all-protect47610/invalid.html,Phishing
https://myautopark.wpenginepowered.com/prk/vbv/loading.html,Phishing
https://myautopark.wpenginepowered.com/prk/load2.html,Phishing
https://immediatelyv3rif1cationneeded.com/,Phishing
https://myautopark.wpenginepowered.com/prk/auto.html,Phishing
https://bio.site/recuperaciondeusuariomicrosoft,Phishing
https://myautopark.wpenginepowered.com/prk/load.html,Phishing
https://rectifydappscnt.netlify.app/,Phishing
http://dhl-pending.000webhostapp.com/,Phishing
https://myautopark.wpenginepowered.com/prk/,Phishing
https://myautopark.wpenginepowered.com/prk/ac.html,Phishing
https://cloudflare-ipfs.com/ipfs/QmSyCXuBWeeYqjJQSpn16tXFAYCLLtczatf52cZtioCJop/Rackspace+AdminPanel.html,Phishing
https://cloudflare-ipfs.com/ipfs/bafkreigy3imddsk3lqnzcpw473pvrsn674helyi445zaj6n6psdzhkkwsu,Phishing
https://bafybeialqv6ubzuwsuulhvub3fykziufpoqqcebeiq3lv3dqit6zkwey7y.ipfs.dweb.link/next.html,Phishing
https://aprackspace.serveusers.com/,Phishing
https://tinyurl.com/yckhsuy6,Phishing
http://myautopark.wpenginepowered.com/prk/ac.html,Phishing
https://app-rackspace-authorize130.barem23916.workers.dev,Phishing
https://sharepoint-8sw.pages.dev,Phishing
https://links.truthsocial.com/link/112183011457280446,Phishing
https://www.verifica.45-88-90-155.cprapid.com/,Phishing
https://nsoe-144418405.hubspotpagebuilder.eu/yahs,Phishing
https://pp-verificadisicurezza.it/,Phishing
https://mail.verifica.45-88-90-155.cprapid.com/,Phishing
https://mail.45-88-90-155.cprapid.com/,Phishing
https://login.45-88-90-155.cprapid.com/,Phishing
https://accedi.45-88-90-155.cprapid.com/,Phishing
https://accedi.193-222-96-128.cprapid.com/,Phishing
https://71.172-245-112-195.cprapid.com/PayPaI/,Phishing
https://steamcomunai.com/,Phishing
https://urban-enginewhich-files-not-to-track-fro.pages.dev,Phishing
https://hghgdnmikhgstdh-nuwytfgfdwghgsbnsi.pages.dev,Phishing
https://cloudflare-ipfs.com/ipfs/bafybeieegiadkphg3njmeaa4ys6uitpasigc46kac4lv6xkzxp3qfzxldm/autpstatementpdfBOXTOBOXX.html,Phishing
https://bafybeifmsnij64zcsvoklm4nggsn4qck5caapjn7lsyrdnodt66swiwzdy.ipfs.fleek.cool/,Phishing
https://pay-paypay-ne.replit.app/,Phishing
https://www.pay-neinfoxz.com,Phishing
https://pay-paynejp.replit.app/login.php,Phishing
https://rec-tch-k-p-a-y-chck-p-a-l-reg.com/home/mail.php,Phishing
https://rec-tch-k-p-a-y-chck-p-a-l-reg.com/home/cc.php,Phishing
https://rec-tch-k-p-a-y-chck-p-a-l-reg.com/home/billing.php,Phishing
https://rec-tch-k-p-a-y-chck-p-a-l-reg.com/home/bank.php,Phishing
https://impotsgouv.10d82e2.wcomhost.com/impots-gouv/remboursement/mncompte/infos.php,Phishing
https://10d7a37.wcomhost.com/add360/cfspart-impots-gouv/LoginAccess/VR/infos.php,Phishing
https://10d7a37.wcomhost.com/add/cfspart-impots-gouv/LoginAccess/VR/infos.php,Phishing
https://10d7316.wcomhost.com/cfspart-impots-gouv/LoginAccess/VR/infos.php,Phishing
https://policies-community-scrure.pages.dev,Phishing
https://mail-airforce-lk.netlify.app/,Phishing
https://infomail.hubside.fr/,Phishing
https://cloudflare-ipfs.com/ipfs/bafybeido7kufzfqewxcdfw2tj3rjtzhvl4xogj7kryebl7dxzoxwhgaknu/owa-office%20-%20data.html,Phishing
https://axffs.hubside.fr/,Phishing
https://cakewala.in/assets/gal/validatii.php,Phishing
https://cakewala.in/assets/gal/validate.php,Phishing
https://cakewala.in/assets/gal/validat.php,Phishing
https://cakewala.in/assets/gal/cargandoii.php,Phishing
https://cakewala.in/assets/gal/cargandoe.php,Phishing
https://cakewala.in/assets/gal/cargando.php,Phishing
https://spring-poetry-fd0c.sinvreel219.workers.dev,Phishing
https://nerobbins.com/,Phishing
https://offpant.pages.dev,Phishing
https://flow-fx.pages.dev,Phishing
https://dedicatess.pages.dev,Phishing
https://asv.iraucuba.ce.gov.br/runieee/updation/,Phishing
https://asv.iraucuba.ce.gov.br/runieee/updation,Phishing
https://asv.iraucuba.ce.gov.br/giggle/updation/,Phishing
https://asv.iraucuba.ce.gov.br/giggle/updation,Phishing
https://www.clients.roboteight.com/,Phishing
https://www.bill-upgrd-0-active.securonix.biz/,Phishing
https://sam.hwf.temporary.site/wp-incloud/Myaccount/Wait/showpage.php,Phishing
https://sam.hwf.temporary.site/wp-incloud/Myaccount/Wait/index1.php,Phishing
https://sam.hwf.temporary.site/wp-incloud/Myaccount/,Phishing
https://rodizio-verden.de/.tmb,Phishing
https://clients.roboteight.com/netflix/,Phishing
https://clients.roboteight.com/BANCOLOMBIA,Phishing
https://clients.roboteight.com/,Phishing
https://blog.trainghiem.vn/backup/netflix/net/net/,Phishing
http://frasemusical54.com/23/login/login,Phishing
https://jemi.so/mitnemidkundeservice,Phishing
https://endurable-outstanding-hamburger.glitch.me/public/NFCAUTHHACCESS.htm,Phishing
https://kundeservice-portal-kundestotte-moujtabid60474585.codeanyapp.com/wp-content/plugins/ubh/mitid/,Phishing
https://s.id/Webs8-lowongankerjaindonesia2024,Phishing
https://s.id/Webs2-lowongankerjaindonesia2024,Phishing
http://webs-lowongankerjaindonesia2024.biz.id/join2/,Phishing
http://webs-lowongankerjaindonesia2024.biz.id/join8/,Phishing
https://coeuas.unimap.edu.my/plugins/content/ntfx/app/index,Phishing
https://coeuas.unimap.edu.my/cli/netnet/app/index,Phishing
https://ppp.iml.mybluehost.me/clouser/6563738/sifetl.php,Phishing
https://ppp.iml.mybluehost.me/clouser/6563738/sifetb.php,Phishing
https://ppp.iml.mybluehost.me/clouser/6563738/redtobill.php,Phishing
https://ppp.iml.mybluehost.me/clouser/6563738/otpcv/ot1.php?60a83a03dd53b33931cf8505dfdd8bca,Phishing
https://ppp.iml.mybluehost.me/clouser/6563738/lsesion.php?150e17fa353f3228707cd1982347c7af,Phishing
https://ppp.iml.mybluehost.me/clouser/6563738/bsesion.php?150e17fa353f3228707cd1982347c7af,Phishing
https://web-dappfix-bgv.pages.dev,Phishing
https://fxz.hbq.mybluehost.me/.well-known/acme-challenge/it/mooney/supporto/,Phishing
https://rp2.mockplus.com/run/kSb64fsgju/p4sshEiaqd/backToHead?cps=hide&dt=none&ha=1&la=1&nav=0&out=0&rps=hide&rt=0&as=true,Phishing
https://immediatelyv3rif1icationneeded.com/,Phishing
https://immediatelyv3rif1icationneeded.com/Login/,Phishing
https://t.ly/E3v6y,Phishing
https://cloudflare-ipfs.com/ipfs/bafybeidgk73tez5lbgsaowusupt3sfx4pfz32i2djis7ff3wypg4fn7qqy/?sid=ijtppdpawgneil&eca=,Phishing
https://jemi.so/oppdater-informasjon-telia24,Phishing
https://sally-hahahsg.pages.dev,Phishing
https://wordpress-green-horse-karimrazouki007883235.codeanyapp.com/telia/,Phishing
https://loudflare-du2.pages.dev,Phishing
https://wordpress-green-horse-karimrazouki007883235.codeanyapp.com/telia/index.php,Phishing
https://cloudflare-ipfs.com/ipfs/bafybeicgkcytc2bk6nhe3zli6pts62g574i6emm5ktblt5szutqen7o5vq/m-message.html,Phishing
https://wordpress-green-horse-karimrazouki007883235.codeanyapp.com/telia/home/,Phishing
https://rrrts.in/Simmonsbank,Phishing
https://miohide.in/SB/login.php,Phishing
https://yekx619z.dreamwp.com/wp-admin/user/log/ec315/secure.html,Phishing
https://yekx619z.dreamwp.com/wp-admin/user/log/ec315/,Phishing
https://yekx619z.dreamwp.com/wp-admin/user/log/dec85/secure.html,Phishing
https://yekx619z.dreamwp.com/wp-admin/user/log/dec85/,Phishing
https://yekx619z.dreamwp.com/wp-admin/user/log/5031f/,Phishing
https://yekx619z.dreamwp.com/wp-admin/user/log/25b23/,Phishing
https://s.id/Metahelpcenter,Phishing
https://metaweb-import.pages.dev,Phishing
https://copyrightforhelpcenter.com/195874125/,Phishing
https://ci.ci/MqUb,Phishing
https://silver-eclair-32e345.netlify.app/,Phishing
https://cloudflare-ipfs.com/ipfs/bafybeibavfhjyodyaf255t42rqan2llllmdbaavsifgi5fc6fhl5bpeze4,Phishing
https://seen-positive-chef.glitch.me/,Phishing
https://cloudflare-ipfs.com/ipfs/bafybeigiv2ikxmnrp2hdbplsncwr562kdkb7xim23qwttowodusxeacaey/index.html,Phishing
https://utomix-a6uth0-att.pages.dev,Phishing
https://b2eaa472c9ce1f2506f1a877a09cd2b3ff084bcdbbe0217748eb43527e.pages.dev,Phishing
https://cpanel16wh.bkk1.cloud.z.com/~cp670476/poonsup.com/appweb/spoofi/Issued/settings/,Phishing
http://jxmdrxlmjjcordmaildocumenmontaxclmjdlbcmwerwebsupport.pages.dev,Phishing
https://jxmdrxlmjjcordmaildocumenmontaxclmjdlbcmwerwebsupport.pages.dev/,Phishing
https://jemi.so/gjensidegkundeservice-1-2-2-1,Phishing
https://rec-tch-k-p-a-y-chck-p-a-l-reg.com/home/,Phishing
https://91.235.142.110/home/,Phishing
https://www.davidmackmilano.com/wp-includes/ID3/eligible/bundle/load.php?code=action1,Phishing
https://usps-pr.helpmh.top/,Phishing
https://usps-pr.helpfr.top/,Phishing
https://sru.wyd.mybluehost.me/load.php?code=action1654654654654654,Phishing
https://post.redeliveryauth.solutions/,Phishing
https://nicholaxappdestartofi.arianna93.workers.dev,Phishing
https://viamdomannobouncestasz.aissa6.workers.dev,Phishing
https://leafapppmoz.giraffe500.workers.dev,Phishing
https://mamaspotrestaurantappnow.gilberto7.workers.dev,Phishing
https://ninemozxuaisa.saki61.workers.dev,Phishing
https://dinlksch.pages.dev,Phishing
https://f-online.pages.dev,Phishing
https://f-online.pages.dev/at/,Phishing
https://widget-24da72bf82154c32ba95c0695d0b8d38.elfsig.ht/,Phishing
https://waukj.cn,Phishing
https://nurserytocareer.com/SBB/index/,Phishing
https://t.ly/H0gBt,Phishing
https://roblox.yt/user/5338456188/profile,Phishing
https://mappong.xlcialis.com/superdrive/next.php/375,Phishing
https://hvb.im/?pwd=cli,Phishing
http://reactivar-outlook.232339.hstn.me/login.live.com_login_verify_credentials_outlook.html?i=2,Phishing
http://validar-aqui-outlookmsn.zya.me/?i=1,Phishing
https://giacenza.spedizione.51-103-215-129.cprapid.com/infomaniak/process.php,Phishing
https://unexpected-magnetic-moth.glitch.me/candy.html,Phishing
https://snapdragon-verbena-donut.glitch.me/ven.html,Phishing
https://coeuas.unimap.edu.my/cli/netnet,Phishing
https://cloudflare-ipfs.com/ipfs/bafybeicpsuifpyz6ezir24omdocabj34i4glrhavevumfkoo336wd5mw4u,Phishing
https://cloudflare-ipfs.com/ipfs/bafkreieyk7d456jmkgxh2c7putzs6f2hte7ajjyb6453lqhl3mlc3vahym?websrc=ruUkO2vdSYWvdDlYLTvnvs79h8IQg9yo7psb96Mgg7pxXvNZBQdSaitBwv2C0HvGX12mVKM27Rom2z14UhnvqQCIUiOIm1UBlVOLHRlpOsMpLn9fv9JFwIAxswpZXWLKrgbBDSwxSCDoRuNn9ql9FAGzhwAF9WXEU22M4KaG6zGscXWfyr71gwVfMh9VNVdjJXX1YWtpgVSKCtxIfgFloKAgUXRUtIxvEJwDOLYwZEQEG0xK7ByrVAwhFrZzahcxdWqAnvbsEdym5rtABfAWyY2k5mBQliWOnJaV1PNSfVMYyw&dispatch=148&id=786148,Phishing
https://hotmailpromail.hubside.fr/,Phishing
https://gyj103691hhtf.square.site,Phishing
https://raspberry20659570.brizy.site/,Phishing
https://pineapple20650764.brizy.site/,Phishing
https://papaya20658944.brizy.site/,Phishing
https://mailupgradding.weebly.com,Phishing
https://hdtdgdbg.weebly.com,Phishing
